"bill","policy","sponsor","cosponsors"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Boozman, John [R-AR]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Rounds, Mike  [R-SD]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Blunt, Roy [R-MO]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Cramer, Kevin [R-ND]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Daines, Steve [R-MT]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Klobuchar, Amy [D-MN]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Rubio, Marco [R-FL]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Udall, Tom [D-NM]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. McSally, Martha [R-AZ]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Peters, Gary C. [D-MI]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Bennet, Michael F. [D-CO]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Blackburn, Marsha [R-TN]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Scott, Rick  [R-FL]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Hirono, Mazie K. [D-HI]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. King, Angus S., Jr. [I-ME]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Tillis, Thom [R-NC]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Moran, Jerry [R-KS]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Jones, Doug [D-AL]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Sullivan, Dan  [R-AK]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Barrasso, John [R-WY]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Murkowski, Lisa [R-AK]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Toomey, Pat [R-PA]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Isakson, Johnny [R-GA]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Baldwin, Tammy [D-WI]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Roberts, Pat [R-KS]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Hoeven, John [R-ND]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Tester, Jon [D-MT]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Risch, James E. [R-ID]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Coons, Christopher A. [D-DE]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Capito, Shelley Moore [R-WV]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Gardner, Cory [R-CO]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Thune, John [R-SD]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Burr, Richard [R-NC]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Cotton, Tom [R-AR]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Van Hollen, Chris [D-MD]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Graham, Lindsey [R-SC]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Johnson, Ron [R-WI]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Manchin, Joe, III [D-WV]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Duckworth, Tammy [D-IL]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Young, Todd [R-IN]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Fischer, Deb [R-NE]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Sanders, Bernard [I-VT]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Collins, Susan M. [R-ME]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Cruz, Ted [R-TX]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Inhofe, James M. [R-OK]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Hawley, Josh  [R-MO]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Lankford, James [R-OK]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Enzi, Michael B. [R-WY]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Brown, Sherrod [D-OH]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Shaheen, Jeanne [D-NH]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Brown, Sherrod [D-OH]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Baldwin, Tammy [D-WI]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Durbin, Richard J. [D-IL]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Menendez, Robert [D-NJ]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Harris, Kamala D. [D-CA]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Duckworth, Tammy [D-IL]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Markey, Edward J. [D-MA]"
"S_1033","Health","Sen. Whitehouse, Sheldon [D-RI]","Sen. Booker, Cory A. [D-NJ]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Baldwin, Tammy [D-WI]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Tester, Jon [D-MT]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Blumenthal, Richard [D-CT]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Reed, Jack [D-RI]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Murray, Patty [D-WA]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Stabenow, Debbie [D-MI]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Murphy, Christopher [D-CT]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Sanders, Bernard [I-VT]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Durbin, Richard J. [D-IL]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Manchin, Joe, III [D-WV]"
"S_1034","Armed Forces and National Security","Sen. Brown, Sherrod [D-OH]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Lankford, James [R-OK]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Cramer, Kevin [R-ND]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Inhofe, James M. [R-OK]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Hawley, Josh  [R-MO]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Risch, James E. [R-ID]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Daines, Steve [R-MT]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Blackburn, Marsha [R-TN]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Ernst, Joni  [R-IA]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Enzi, Michael B. [R-WY]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Thune, John [R-SD]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Moran, Jerry [R-KS]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Scott, Tim [R-SC]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Boozman, John [R-AR]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Barrasso, John [R-WY]"
"S_1035","Crime and Law Enforcement","Sen. Rounds, Mike  [R-SD]","Sen. Roberts, Pat [R-KS]"
"S_1036","Education","Sen. Durbin, Richard J. [D-IL]","Sen. King, Angus S., Jr. [I-ME]"
"S_1036","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Smith, Tina  [D-MN]"
"S_1036","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1036","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Smith, Tina  [D-MN]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Blackburn, Marsha [R-TN]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Boozman, John [R-AR]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Schatz, Brian [D-HI]"
"S_1037","Health","Sen. Barrasso, John [R-WY]","Sen. Hirono, Mazie K. [D-HI]"
"S_1038","Transportation and Public Works","Sen. Fischer, Deb [R-NE]","Sen. Sullivan, Dan  [R-AK]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Paul, Rand [R-KY]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Durbin, Richard J. [D-IL]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Leahy, Patrick J. [D-VT]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Feinstein, Dianne [D-CA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Sanders, Bernard [I-VT]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Merkley, Jeff [D-OR]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Heinrich, Martin [D-NM]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Murphy, Christopher [D-CT]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Markey, Edward J. [D-MA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Schatz, Brian [D-HI]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Hirono, Mazie K. [D-HI]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Carper, Thomas R. [D-DE]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Brown, Sherrod [D-OH]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Warren, Elizabeth [D-MA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Van Hollen, Chris [D-MD]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Klobuchar, Amy [D-MN]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Blumenthal, Richard [D-CT]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Wyden, Ron [D-OR]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Harris, Kamala D. [D-CA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Smith, Tina  [D-MN]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Booker, Cory A. [D-NJ]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Bennet, Michael F. [D-CO]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Warner, Mark R. [D-VA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Coons, Christopher A. [D-DE]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Murray, Patty [D-WA]"
"S_1039","International Affairs","Sen. Udall, Tom [D-NM]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Enzi, Michael B. [R-WY]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Risch, James E. [R-ID]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Barrasso, John [R-WY]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Lee, Mike [R-UT]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Grassley, Chuck [R-IA]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Daines, Steve [R-MT]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Isakson, Johnny [R-GA]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Murkowski, Lisa [R-AK]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Crapo, Mike [R-ID]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Toomey, Pat [R-PA]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Alexander, Lamar [R-TN]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Sasse, Ben  [R-NE]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Cramer, Kevin [R-ND]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Braun, Mike  [R-IN]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Romney, Mitt  [R-UT]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Wicker, Roger F. [R-MS]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Hoeven, John [R-ND]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Johnson, Ron [R-WI]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Capito, Shelley Moore [R-WV]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Blunt, Roy [R-MO]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Ernst, Joni  [R-IA]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Cruz, Ted [R-TX]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Cotton, Tom [R-AR]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Burr, Richard [R-NC]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Cornyn, John [R-TX]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Kennedy, John [R-LA]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Thune, John [R-SD]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Young, Todd C. [R-IN]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Fischer, Deb [R-NE]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Gardner, Cory [R-CO]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Boozman, John [R-AR]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Rubio, Marco [R-FL]"
"S_104","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. McSally, Martha [R-AZ]"
"S_1040","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1040","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Hirono, Mazie K. [D-HI]"
"S_1040","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Blumenthal, Richard [D-CT]"
"S_1040","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Wyden, Ron [D-OR]"
"S_1040","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Merkley, Jeff [D-OR]"
"S_1040","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1041","Armed Forces and National Security","Sen. Duckworth, Tammy [D-IL]","Sen. Hirono, Mazie K. [D-HI]"
"S_1041","Armed Forces and National Security","Sen. Duckworth, Tammy [D-IL]","Sen. Blumenthal, Richard [D-CT]"
"S_1041","Armed Forces and National Security","Sen. Duckworth, Tammy [D-IL]","Sen. Merkley, Jeff [D-OR]"
"S_1041","Armed Forces and National Security","Sen. Duckworth, Tammy [D-IL]","Sen. Wyden, Ron [D-OR]"
"S_1042","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Hirono, Mazie K. [D-HI]"
"S_1042","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Blumenthal, Richard [D-CT]"
"S_1042","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Wyden, Ron [D-OR]"
"S_1042","Immigration","Sen. Duckworth, Tammy [D-IL]","Sen. Merkley, Jeff [D-OR]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Barrasso, John [R-WY]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Cruz, Ted [R-TX]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Crapo, Mike [R-ID]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Boozman, John [R-AR]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Cornyn, John [R-TX]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Rubio, Marco [R-FL]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Perdue, David [R-GA]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Thune, John [R-SD]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Risch, James E. [R-ID]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. McConnell, Mitch [R-KY]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Cotton, Tom [R-AR]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. McSally, Martha [R-AZ]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Toomey, Pat [R-PA]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Scott, Tim [R-SC]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Wicker, Roger F. [R-MS]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Enzi, Michael B. [R-WY]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Braun, Mike  [R-IN]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Rounds, Mike  [R-SD]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Blackburn, Marsha [R-TN]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Blunt, Roy [R-MO]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Kennedy, John [R-LA]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Hawley, Josh  [R-MO]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Roberts, Pat [R-KS]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Cramer, Kevin [R-ND]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Johnson, Ron [R-WI]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Grassley, Chuck [R-IA]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Romney, Mitt  [R-UT]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Moran, Jerry [R-KS]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Capito, Shelley Moore [R-WV]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Alexander, Lamar [R-TN]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Inhofe, James M. [R-OK]"
"S_1043","Labor and Employment","Sen. Lee, Mike [R-UT]","Sen. Lankford, James [R-OK]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Cotton, Tom [R-AR]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Brown, Sherrod [D-OH]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Rubio, Marco [R-FL]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Menendez, Robert [D-NJ]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Shaheen, Jeanne [D-NH]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Toomey, Pat [R-PA]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Markey, Edward J. [D-MA]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Cornyn, John [R-TX]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Capito, Shelley Moore [R-WV]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Peters, Gary C. [D-MI]"
"S_1044","International Affairs","Sen. Schumer, Charles E. [D-NY]","Sen. Feinstein, Dianne [D-CA]"
"S_1045","Health","Sen. Young, Todd [R-IN]","Sen. Jones, Doug [D-AL]"
"S_1045","Health","Sen. Young, Todd [R-IN]","Sen. Blackburn, Marsha [R-TN]"
"S_1045","Health","Sen. Young, Todd [R-IN]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Gardner, Cory [R-CO]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Jones, Doug [D-AL]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Johnson, Ron [R-WI]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Baldwin, Tammy [D-WI]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Blackburn, Marsha [R-TN]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Rosen, Jacky [D-NV]"
"S_1046","Science, Technology, Communications","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Peters, Gary C. [D-MI]"
"S_1047","Armed Forces and National Security","Sen. Tester, Jon [D-MT]","Sen. Hirono, Mazie K. [D-HI]"
"S_1047","Armed Forces and National Security","Sen. Tester, Jon [D-MT]","Sen. Blumenthal, Richard [D-CT]"
"S_1047","Armed Forces and National Security","Sen. Tester, Jon [D-MT]","Sen. Stabenow, Debbie [D-MI]"
"S_1047","Armed Forces and National Security","Sen. Tester, Jon [D-MT]","Sen. Baldwin, Tammy [D-WI]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Wyden, Ron [D-OR]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Merkley, Jeff [D-OR]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Reed, Jack [D-RI]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Durbin, Richard J. [D-IL]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Brown, Sherrod [D-OH]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Markey, Edward J. [D-MA]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Van Hollen, Chris [D-MD]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Menendez, Robert [D-NJ]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Harris, Kamala D. [D-CA]"
"S_1048","Health","Sen. Blumenthal, Richard [D-CT]","Sen. Baldwin, Tammy [D-WI]"
"S_1049","Armed Forces and National Security","Sen. Shaheen, Jeanne [D-NH]","Sen. Baldwin, Tammy [D-WI]"
"S_1049","Armed Forces and National Security","Sen. Shaheen, Jeanne [D-NH]","Sen. Bennet, Michael F. [D-CO]"
